1	-3
2	-2
3	-1
4	1
5	2
6	3
7	-3 -3
8	-3 -2
9	-3 -1
10	-3 1
11	-3 2
12	-2 -3
13	-2 -2
14	-2 -1
15	-2 1
16	-2 3
17	-1 -3
18	-1 -2
19	-1 -1
20	-1 2
21	-1 3
22	1 -3
23	1 -2
24	1 1
25	1 2
26	1 3
27	2 -3
28	2 -1
29	2 1
30	2 2
31	2 3
32	3 -2
33	3 -1
34	3 1
35	3 2
36	3 3
37	-3 -3 -3
38	-3 -3 -2
39	-3 -3 -1
40	-3 -3 1
41	-3 -3 2
42	-3 -2 -3
43	-3 -2 -2
44	-3 -2 -1
45	-3 -2 1
46	-3 -2 3
47	-3 -1 -3
48	-3 -1 -2
49	-3 -1 -1
50	-3 -1 2
51	-3 -1 3
52	-3 1 -3
53	-3 1 -2
54	-3 1 1
55	-3 1 2
56	-3 1 3
57	-3 2 -3
58	-3 2 -1
59	-3 2 1
60	-3 2 2
61	-3 2 3
62	-2 -3 -3
63	-2 -3 -2
64	-2 -3 -1
65	-2 -3 1
66	-2 -3 2
67	-2 -2 -3
68	-2 -2 -2
69	-2 -2 -1
70	-2 -2 1
71	-2 -2 3
72	-2 -1 -3
73	-2 -1 -2
74	-2 -1 -1
75	-2 -1 2
76	-2 -1 3
77	-2 1 -3
78	-2 1 -2
79	-2 1 1
80	-2 1 2
81	-2 1 3
82	-2 3 -2
83	-2 3 -1
84	-2 3 1
85	-2 3 2
86	-2 3 3
87	-1 -3 -3
88	-1 -3 -2
89	-1 -3 -1
90	-1 -3 1
91	-1 -3 2
92	-1 -2 -3
93	-1 -2 -2
94	-1 -2 -1
95	-1 -2 1
96	-1 -2 3
97	-1 -1 -3
98	-1 -1 -2
99	-1 -1 -1
100	-1 -1 2
101	-1 -1 3
102	-1 2 -3
103	-1 2 -1
104	-1 2 1
105	-1 2 2
106	-1 2 3
107	-1 3 -2
108	-1 3 -1
109	-1 3 1
110	-1 3 2
111	-1 3 3
112	1 -3 -3
113	1 -3 -2
114	1 -3 -1
115	1 -3 1
116	1 -3 2
117	1 -2 -3
118	1 -2 -2
119	1 -2 -1
120	1 -2 1
121	1 -2 3
122	1 1 -3
123	1 1 -2
124	1 1 1
125	1 1 2
126	1 1 3
127	1 2 -3
128	1 2 -1
129	1 2 1
130	1 2 2
131	1 2 3
132	1 3 -2
133	1 3 -1
134	1 3 1
135	1 3 2
136	1 3 3
137	2 -3 -3
138	2 -3 -2
139	2 -3 -1
140	2 -3 1
141	2 -3 2
142	2 -1 -3
143	2 -1 -2
144	2 -1 -1
145	2 -1 2
146	2 -1 3
147	2 1 -3
148	2 1 -2
149	2 1 1
150	2 1 2
151	2 1 3
152	2 2 -3
153	2 2 -1
154	2 2 1
155	2 2 2
156	2 2 3
157	2 3 -2
158	2 3 -1
159	2 3 1
160	2 3 2
161	2 3 3
162	3 -2 -3
163	3 -2 -2
164	3 -2 -1
165	3 -2 1
166	3 -2 3
167	3 -1 -3
168	3 -1 -2
169	3 -1 -1
170	3 -1 2
171	3 -1 3
172	3 1 -3
173	3 1 -2
174	3 1 1
175	3 1 2
176	3 1 3
177	3 2 -3
178	3 2 -1
179	3 2 1
180	3 2 2
181	3 2 3
182	3 3 -2
183	3 3 -1
184	3 3 1
185	3 3 2
